v,d,s,r,p
4,0.058,18.342,0,1.050
8,0.034,17.592,0,1.262
12,0.039,21.067,0,1.400
24,0.053,26.867,0,1.520
4,0.037,13.770,1,1.105
8,0.069,35.611,1,1.139
12,0.046,23.011,1,1.193
24,0.055,27.728,1,1.682
4,0.032,11.702,0,1.152
8,0.074,31.658,0,1.091
12,0.047,23.508,0,1.278
24,0.069,27.666,0,1.351
4,0.030,14.334,1,1.071
8,0.042,23.662,1,1.155
12,0.044,23.823,1,1.213
24,0.022,12.454,1,1.892
4,0.062,33.262,0,1.106
8,0.069,30.630,0,1.246
12,0.035,12.409,0,1.333
24,0.087,28.638,0,1.435
4,0.053,27.725,1,1.081
8,0.065,35.948,1,1.159
12,0.059,18.629,1,1.233
24,0.037,18.230,1,1.588
4,0.048,18.256,0,1.100
8,0.046,26.829,0,1.232
12,0.066,22.000,0,1.225
24,0.053,29.847,0,1.659
4,0.086,28.458,1,0.984
8,0.034,10.994,1,1.335
12,0.095,33.730,1,1.215
24,0.027,16.247,1,1.843
4,0.049,20.166,0,1.084
8,0.073,25.182,0,1.232
12,0.049,20.858,0,1.376
24,0.027,11.852,0,1.641
4,0.024,12.109,1,1.213
8,0.053,29.080,1,1.086
12,0.047,24.852,1,1.326
24,0.061,32.235,1,1.533
4,0.088,32.619,0,1.084
8,0.036,21.625,0,1.238
12,0.089,35.515,0,1.128
24,0.029,15.225,0,1.611
4,0.089,36.976,1,1.014
8,0.031,14.864,1,1.156
12,0.077,33.870,1,1.259
24,0.063,21.629,1,1.493
4,0.042,25.012,0,1.111
8,0.051,15.477,0,1.176
12,0.090,31.238,0,1.156
24,0.092,39.422,0,1.492
4,0.041,15.549,1,1.192
8,0.048,26.703,1,1.129
12,0.079,27.037,1,1.177
24,0.079,38.759,1,1.466
4,0.040,23.718,0,1.138
8,0.046,23.966,0,1.088
12,0.063,32.579,0,1.212
24,0.042,21.535,0,1.736
4,0.066,25.577,1,0.978
8,0.042,15.302,1,1.167
12,0.085,30.516,1,1.245
24,0.061,32.665,1,1.554
4,0.032,17.116,0,1.118
8,0.117,36.520,0,1.130
12,0.071,39.836,0,1.352
24,0.046,20.187,0,1.681
4,0.046,27.648,1,1.095
8,0.085,34.769,1,1.080
12,0.027,10.440,1,1.522
24,0.023,10.964,1,1.987
4,0.081,30.881,0,1.066
8,0.053,25.091,0,1.299
12,0.030,14.999,0,1.390
24,0.060,21.971,0,1.616
4,0.094,38.655,1,0.952
8,0.053,17.557,1,1.189
12,0.053,25.889,1,1.303
24,0.103,37.741,1,1.358
4,0.078,36.520,0,1.117
8,0.058,22.765,0,1.276
12,0.058,30.330,0,1.375
24,0.051,20.789,0,1.577
4,0.033,14.577,1,1.027
8,0.060,31.647,1,1.275
12,0.024,14.525,1,1.279
24,0.050,27.167,1,1.579
4,0.029,12.403,0,1.159
8,0.057,23.647,0,1.208
12,0.116,38.749,0,1.242
24,0.116,39.709,0,1.499
4,0.025,12.759,1,1.094
8,0.083,37.650,1,1.145
12,0.074,35.412,1,1.276
24,0.110,37.479,1,1.354
4,0.029,16.558,0,1.096
8,0.066,25.648,0,1.107
12,0.073,22.389,0,1.347
24,0.028,15.265,0,1.606
4,0.070,33.953,1,0.967
8,0.033,13.815,1,1.299
12,0.084,29.666,1,1.328
24,0.055,26.497,1,1.591
4,0.091,35.749,0,1.097
8,0.030,13.242,0,1.191
12,0.050,28.344,0,1.353
24,0.048,17.856,0,1.672
4,0.051,20.623,1,1.086
8,0.037,18.979,1,1.132
12,0.055,29.389,1,1.280
24,0.041,19.337,1,1.791
4,0.070,35.391,0,1.104
8,0.030,16.124,0,1.197
12,0.023,12.001,0,1.563
24,0.063,26.441,0,1.601
4,0.070,25.075,1,1.031
8,0.072,31.185,1,1.093
12,0.058,26.831,1,1.267
24,0.087,29.288,1,1.448
4,0.026,11.096,0,1.133
8,0.060,24.987,0,1.127
12,0.044,15.953,0,1.424
24,0.044,16.660,0,1.678
4,0.037,18.631,1,1.079
8,0.064,32.934,1,1.271
12,0.055,28.462,1,1.264
24,0.036,15.129,1,1.526
4,0.025,12.365,0,1.135
8,0.075,25.715,0,1.234
12,0.026,13.920,0,1.469
24,0.040,22.257,0,1.605
4,0.025,13.811,1,1.072
8,0.040,13.447,1,1.290
12,0.068,35.854,1,1.124
24,0.069,39.927,1,1.343
4,0.053,23.696,0,1.137
8,0.061,28.495,0,1.215
12,0.028,15.405,0,1.508
24,0.054,16.330,0,1.400
4,0.033,15.536,1,1.113
8,0.041,23.917,1,1.299
12,0.066,29.291,1,1.288
24,0.063,32.282,1,1.405
4,0.025,12.917,0,1.169
8,0.075,34.597,0,1.094
12,0.065,29.662,0,1.360
24,0.029,14.298,0,1.575
4,0.057,31.434,1,1.050
8,0.060,33.684,1,1.079
12,0.041,14.000,1,1.388
24,0.046,15.020,1,1.724
4,0.037,13.064,0,1.133
8,0.027,10.481,0,1.307
12,0.047,15.831,0,1.182
24,0.027,12.686,0,1.794
4,0.036,11.281,1,1.159
8,0.041,15.144,1,1.227
12,0.086,34.697,1,1.098
24,0.088,26.629,1,1.445
4,0.117,38.160,0,1.049
8,0.028,14.221,0,1.224
12,0.069,37.520,0,1.203
24,0.032,15.746,0,1.750
4,0.104,37.898,1,1.014
8,0.065,37.902,1,1.232
12,0.031,15.151,1,1.354
24,0.081,34.357,1,1.453
4,0.097,30.782,0,1.101
8,0.100,33.213,0,1.120
12,0.095,30.958,0,1.152
24,0.032,13.673,0,1.833
4,0.060,23.732,1,1.155
8,0.095,29.169,1,1.029
12,0.046,21.954,1,1.334
24,0.089,39.552,1,1.454
4,0.029,14.537,0,1.135
8,0.043,25.237,0,1.271
12,0.040,20.146,0,1.427
24,0.027,13.447,0,1.955
4,0.046,22.024,1,1.131
8,0.074,37.280,1,1.068
12,0.051,18.286,1,1.207
24,0.060,23.799,1,1.547
4,0.098,36.488,0,1.025
8,0.063,25.610,0,1.275
12,0.043,19.077,0,1.314
24,0.068,27.257,0,1.627
4,0.095,33.313,1,1.117
8,0.084,39.017,1,1.037
12,0.035,20.722,1,1.316
24,0.034,19.881,1,1.858
4,0.080,33.936,0,1.032
8,0.038,20.961,0,1.188
12,0.023,10.396,0,1.415
24,0.089,32.526,0,1.429
4,0.049,22.188,1,1.189
8,0.079,25.456,1,1.117
12,0.051,26.812,1,1.270
24,0.035,18.282,1,1.732
4,0.072,35.135,0,1.071
8,0.054,26.132,0,1.274
12,0.105,37.571,0,1.210
24,0.067,34.465,0,1.538
4,0.075,37.364,1,1.151
8,0.102,35.166,1,1.151
12,0.024,11.565,1,1.493
24,0.035,14.047,1,1.616
4,0.024,10.300,0,1.120
8,0.065,36.159,0,1.248
12,0.046,25.669,0,1.252
24,0.031,10.529,0,1.622
4,0.052,28.843,1,1.054
8,0.085,38.608,1,1.166
12,0.074,30.152,1,1.292
24,0.077,39.345,1,1.498
4,0.056,32.146,0,1.127
8,0.043,14.857,0,1.241
12,0.047,26.510,0,1.389
24,0.060,23.711,0,1.623
4,0.064,19.528,1,1.000
8,0.020,10.219,1,1.384
12,0.088,37.819,1,1.239
24,0.095,39.483,1,1.414
4,0.048,21.516,0,1.108
8,0.070,35.977,0,1.156
12,0.031,15.793,0,1.254
24,0.026,13.344,0,1.730
4,0.058,28.617,1,1.020
8,0.044,21.265,1,1.292
12,0.045,23.485,1,1.246
24,0.099,38.989,1,1.503
4,0.070,23.609,0,1.107
8,0.062,22.849,0,1.264
12,0.057,29.091,0,1.369
24,0.079,37.794,0,1.357
4,0.106,38.841,1,1.150
8,0.088,38.994,1,1.189
12,0.117,36.965,1,1.069
24,0.079,26.474,1,1.444
4,0.082,39.550,0,1.121
8,0.025,13.669,0,1.159
12,0.066,21.769,0,1.208
24,0.091,36.159,0,1.472
4,0.068,39.586,1,1.089
8,0.084,32.175,1,1.234
12,0.074,24.860,1,1.304
24,0.046,17.426,1,1.677
4,0.074,29.030,0,1.056
8,0.038,16.862,0,1.126
12,0.063,33.831,0,1.307
24,0.028,15.210,0,1.732
4,0.046,21.661,1,1.159
8,0.047,16.142,1,1.268
12,0.080,38.504,1,1.277
24,0.027,15.160,1,1.883
4,0.124,39.597,0,1.020
8,0.052,30.343,0,1.218
12,0.038,21.807,0,1.462
24,0.061,24.565,0,1.529
4,0.046,21.604,1,1.182
8,0.050,23.893,1,1.126
12,0.079,27.447,1,1.278
24,0.041,21.578,1,1.602
4,0.058,26.385,0,1.041
8,0.029,16.046,0,1.128
12,0.068,30.690,0,1.323
24,0.024,12.199,0,1.863
4,0.046,15.965,1,1.164
8,0.081,24.844,1,1.077
12,0.052,30.642,1,1.221
24,0.078,23.358,1,1.504
4,0.067,38.059,0,1.067
8,0.040,22.415,0,1.278
12,0.043,13.545,0,1.430
24,0.046,25.024,0,1.474
4,0.077,38.047,1,1.162
8,0.066,38.246,1,1.240
12,0.116,36.143,1,1.110
24,0.047,18.824,1,1.463
4,0.049,25.789,0,1.105
8,0.084,39.553,0,1.101
12,0.029,11.898,0,1.408
24,0.031,15.974,0,1.826
4,0.043,13.296,1,1.034
8,0.034,20.294,1,1.127
12,0.085,25.906,1,1.174
24,0.048,20.787,1,1.450
4,0.071,21.388,0,1.097
8,0.084,37.214,0,1.208
12,0.076,28.148,0,1.191
24,0.053,26.946,0,1.477
4,0.043,16.374,1,1.093
8,0.075,23.548,1,1.119
12,0.027,10.359,1,1.328
24,0.027,11.284,1,1.745
4,0.031,18.138,0,1.081
8,0.036,20.037,0,1.128
12,0.070,25.114,0,1.227
24,0.070,27.075,0,1.358
4,0.035,18.178,1,1.000
8,0.057,30.975,1,1.265
12,0.097,35.633,1,1.306
24,0.024,11.171,1,1.851
4,0.074,34.522,0,1.052
8,0.018,10.095,0,1.266
12,0.065,25.732,0,1.195
24,0.094,34.539,0,1.552
4,0.068,21.565,1,1.175
8,0.043,25.173,1,1.180
12,0.092,39.305,1,1.130
24,0.048,27.379,1,1.647
4,0.031,18.333,0,1.144
8,0.055,20.813,0,1.113
12,0.073,29.281,0,1.315
24,0.076,37.257,0,1.582
4,0.029,17.109,1,1.116
8,0.049,14.857,1,1.149
12,0.059,28.509,1,1.295
24,0.073,35.941,1,1.567
4,0.070,24.903,0,1.054
8,0.072,25.895,0,1.145
12,0.057,30.859,0,1.161
24,0.066,30.443,0,1.388
4,0.033,18.727,1,1.000
8,0.104,34.323,1,1.193
12,0.051,28.676,1,1.246
24,0.049,20.634,1,1.639
4,0.056,17.045,0,1.067
8,0.041,20.497,0,1.101
12,0.109,36.727,0,1.239
24,0.039,21.517,0,1.663
4,0.034,17.679,1,0.993
8,0.074,28.990,1,1.115
12,0.067,39.208,1,1.143
24,0.099,33.747,1,1.394
4,0.031,12.638,0,1.073
8,0.036,17.217,0,1.345
12,0.031,11.140,0,1.263
24,0.045,14.493,0,1.534
4,0.041,13.930,1,1.164
8,0.091,36.710,1,1.035
12,0.077,25.899,1,1.288
24,0.037,14.231,1,1.713
4,0.049,17.288,0,1.043
8,0.109,35.462,0,1.149
12,0.058,30.985,0,1.372
24,0.050,24.758,0,1.542
4,0.059,26.813,1,1.138
8,0.048,26.784,1,1.310
12,0.024,13.490,1,1.393
24,0.036,19.523,1,1.720
4,0.047,16.691,0,1.060
8,0.032,14.801,0,1.119
12,0.052,29.963,0,1.335
24,0.026,12.113,0,1.848
4,0.067,36.230,1,0.988
8,0.089,27.446,1,1.183
12,0.026,13.665,1,1.525
24,0.066,38.951,1,1.616
4,0.030,11.412,0,1.135
8,0.089,29.446,0,1.118
12,0.053,24.166,0,1.224
24,0.021,11.034,0,1.922
4,0.048,19.407,1,1.029
8,0.039,17.916,1,1.309
12,0.024,10.678,1,1.274
24,0.025,10.761,1,1.837
4,0.064,27.694,0,1.088
8,0.099,36.395,0,1.146
12,0.069,27.587,0,1.130
24,0.076,34.446,0,1.457
4,0.075,31.268,1,1.157
8,0.065,34.847,1,1.101
12,0.058,20.719,1,1.287
24,0.085,26.816,1,1.382
4,0.102,30.967,0,1.101
8,0.051,29.095,0,1.221
12,0.047,23.040,0,1.295
24,0.043,13.237,0,1.710
4,0.047,26.548,1,1.156
8,0.089,34.300,1,1.081
12,0.075,36.344,1,1.258
24,0.067,23.721,1,1.537
4,0.037,19.391,0,1.096
8,0.032,10.469,0,1.325
12,0.066,29.833,0,1.201
24,0.031,14.437,0,1.896
4,0.050,16.192,1,1.102
8,0.069,27.049,1,1.139
12,0.054,27.780,1,1.352
24,0.025,10.198,1,1.898
4,0.087,33.770,0,1.032
8,0.082,36.054,0,1.135
12,0.062,35.202,0,1.335
24,0.037,19.663,0,1.667
4,0.071,26.642,1,0.996
8,0.070,36.343,1,1.064
12,0.068,39.962,1,1.151
24,0.036,19.711,1,1.722
4,0.035,15.111,0,1.064
8,0.053,24.222,0,1.240
12,0.028,16.273,0,1.495
24,0.068,35.904,0,1.420
4,0.055,23.604,1,1.057
8,0.061,22.931,1,1.091
12,0.082,34.170,1,1.194
24,0.075,23.257,1,1.575
4,0.034,14.992,0,1.168
8,0.081,30.273,0,1.188
12,0.033,18.516,0,1.388
24,0.070,26.017,0,1.629
4,0.032,16.839,1,1.111
8,0.093,28.425,1,1.096
12,0.050,28.336,1,1.411
24,0.027,11.346,1,1.708
4,0.054,19.967,0,1.099
8,0.071,25.977,0,1.091
12,0.085,31.861,0,1.258
24,0.075,26.824,0,1.538
4,0.081,34.189,1,1.107
8,0.041,19.355,1,1.276
12,0.060,27.649,1,1.363
24,0.105,39.751,1,1.372
4,0.083,39.341,0,1.045
8,0.100,36.063,0,1.125
12,0.027,11.825,0,1.520
24,0.046,24.058,0,1.490
4,0.030,15.624,1,1.005
8,0.065,34.912,1,1.166
12,0.091,37.840,1,1.172
24,0.043,19.403,1,1.544
4,0.075,39.829,0,1.042
8,0.122,37.982,0,1.019
12,0.044,24.130,0,1.195
24,0.072,37.384,0,1.582
4,0.048,24.359,1,1.077
8,0.044,24.913,1,1.315
12,0.072,39.604,1,1.115
24,0.028,15.978,1,1.816
4,0.059,28.972,0,1.127
8,0.049,26.162,0,1.260
12,0.076,38.717,0,1.127
24,0.029,10.054,0,1.738
4,0.099,32.323,1,1.140
8,0.035,13.328,1,1.336
12,0.060,25.324,1,1.277
24,0.049,27.770,1,1.722
4,0.051,26.943,0,1.118
8,0.056,23.474,0,1.169
12,0.052,20.547,0,1.211
24,0.024,14.371,0,1.688
4,0.035,15.760,1,1.010
8,0.064,25.066,1,1.211
12,0.102,35.976,1,1.300
24,0.029,17.170,1,1.582
4,0.036,21.137,0,1.152
8,0.026,14.633,0,1.382
12,0.079,28.831,0,1.211
24,0.062,32.377,0,1.486
4,0.086,30.577,1,0.970
8,0.070,33.766,1,1.207
12,0.051,25.532,1,1.327
24,0.096,31.200,1,1.398
4,0.054,25.267,0,1.044
8,0.072,39.163,0,1.085
12,0.055,29.588,0,1.271
24,0.089,31.957,0,1.348
4,0.080,37.803,1,1.046
8,0.056,26.061,1,1.295
12,0.055,23.095,1,1.326
24,0.058,33.532,1,1.424
4,0.059,19.725,0,1.122
8,0.074,25.259,0,1.253
12,0.070,38.703,0,1.259
24,0.059,20.415,0,1.613
4,0.044,14.018,1,1.018
8,0.092,27.723,1,1.050
12,0.028,14.487,1,1.354
24,0.044,21.502,1,1.450
4,0.039,17.879,0,1.121
8,0.094,31.955,0,1.140
12,0.043,23.624,0,1.320
24,0.066,34.525,0,1.386
4,0.052,26.043,1,1.127
8,0.032,14.918,1,1.344
12,0.061,21.103,1,1.231
24,0.048,18.398,1,1.514
4,0.049,25.002,0,1.102
8,0.058,18.735,0,1.213
12,0.037,12.943,0,1.218
24,0.054,31.844,0,1.703
4,0.044,14.405,1,1.189
8,0.071,23.949,1,1.094
12,0.050,15.736,1,1.356
24,0.079,30.381,1,1.344
4,0.074,31.906,0,1.103
8,0.054,26.033,0,1.085
12,0.060,31.417,0,1.279
24,0.030,11.679,0,1.667
4,0.061,19.366,1,1.035
8,0.067,38.981,1,1.246
12,0.037,14.429,1,1.361
24,0.039,22.612,1,1.679
4,0.053,28.986,0,1.070
8,0.044,20.974,0,1.091
12,0.065,19.564,0,1.304
24,0.093,33.584,0,1.451
4,0.089,33.620,1,1.119
8,0.100,34.538,1,1.093
12,0.060,23.504,1,1.363
24,0.044,22.765,1,1.734
4,0.063,27.956,0,1.075
8,0.023,11.798,0,1.220
12,0.056,25.975,0,1.208
24,0.039,15.976,0,1.719
4,0.067,27.068,1,1.018
8,0.064,29.635,1,1.182
12,0.053,30.454,1,1.274
24,0.064,35.780,1,1.539
4,0.051,25.126,0,1.115
8,0.054,29.174,0,1.102
12,0.022,12.463,0,1.483
24,0.072,27.424,0,1.567
4,0.033,13.528,1,1.171
8,0.055,30.773,1,1.112
12,0.080,27.418,1,1.284
24,0.064,25.484,1,1.435
4,0.094,36.780,0,1.060
8,0.077,36.229,0,1.204
12,0.018,10.188,0,1.354
24,0.053,22.626,0,1.548
4,0.060,22.504,1,1.026
8,0.033,15.448,1,1.231
12,0.099,39.018,1,1.140
24,0.065,36.630,1,1.500
4,0.055,29.498,0,1.079
8,0.039,16.845,0,1.188
12,0.031,16.415,0,1.274
24,0.052,20.763,0,1.605
4,0.032,15.850,1,1.150
8,0.097,33.770,1,1.216
12,0.061,35.095,1,1.301
24,0.054,29.134,1,1.648
4,0.080,26.153,0,1.127
8,0.022,12.844,0,1.169
12,0.048,21.862,0,1.314
24,0.024,13.935,0,1.929
4,0.035,13.593,1,1.113
8,0.066,28.644,1,1.207
12,0.060,34.600,1,1.266
24,0.026,14.027,1,1.726
4,0.046,26.858,0,1.048
8,0.044,25.092,0,1.083
12,0.057,28.669,0,1.281
24,0.055,16.533,0,1.600
4,0.057,20.560,1,1.168
8,0.089,29.390,1,1.163
12,0.052,23.046,1,1.156
24,0.076,37.086,1,1.384
4,0.034,18.735,0,1.105
8,0.022,10.354,0,1.256
12,0.090,28.032,0,1.333
24,0.073,33.232,0,1.574
4,0.023,13.359,1,1.184
8,0.039,17.938,1,1.251
12,0.086,28.609,1,1.317
24,0.083,29.378,1,1.510
4,0.045,18.202,0,1.145
8,0.062,26.823,0,1.274
12,0.031,13.126,0,1.446
24,0.097,38.035,0,1.277
4,0.040,17.553,1,1.123
8,0.082,35.370,1,1.113
12,0.113,34.242,1,1.204
24,0.074,30.834,1,1.497
4,0.027,12.960,0,1.088
8,0.026,11.063,0,1.375
12,0.023,11.533,0,1.346
24,0.087,36.086,0,1.470
4,0.032,16.814,1,1.112
8,0.059,23.991,1,1.263
12,0.029,12.519,1,1.505
24,0.040,16.840,1,1.576
4,0.084,31.210,0,1.046
8,0.049,26.046,0,1.086
12,0.025,12.327,0,1.383
24,0.056,19.618,0,1.660
4,0.061,26.782,1,1.145
8,0.091,29.925,1,1.200
12,0.094,37.130,1,1.296
24,0.113,38.374,1,1.487
4,0.065,37.944,0,1.100
8,0.023,10.096,0,1.155
12,0.083,32.973,0,1.228
24,0.049,29.361,0,1.510
4,0.078,35.190,1,1.048
8,0.059,34.060,1,1.196
12,0.068,34.538,1,1.302
24,0.035,17.498,1,1.846
4,0.077,28.548,0,1.032
8,0.033,15.933,0,1.257
12,0.058,24.722,0,1.321
24,0.126,38.882,0,1.368
4,0.064,28.793,1,1.031
8,0.037,18.111,1,1.149
12,0.086,30.225,1,1.185
24,0.044,13.285,1,1.532
4,0.025,11.552,0,1.127
8,0.079,34.868,0,1.122
12,0.074,30.413,0,1.294
24,0.047,19.441,0,1.637
4,0.020,10.128,1,1.102
8,0.084,37.601,1,1.168
12,0.024,13.390,1,1.512
24,0.044,23.203,1,1.499
4,0.069,31.996,0,1.080
8,0.127,38.362,0,1.182
12,0.073,36.878,0,1.247
24,0.069,34.812,0,1.559
4,0.054,23.774,1,1.173
8,0.053,26.711,1,1.245
12,0.026,12.588,1,1.532
24,0.075,39.115,1,1.553
4,0.033,15.954,0,1.164
8,0.061,30.384,0,1.090
12,0.065,32.250,0,1.231
24,0.029,14.815,0,1.905
4,0.101,31.892,1,0.961
8,0.062,34.648,1,1.276
12,0.082,27.139,1,1.312
24,0.066,27.546,1,1.419
4,0.076,27.318,0,1.026
8,0.040,19.880,0,1.300
12,0.035,16.135,0,1.345
24,0.048,26.495,0,1.445
4,0.057,31.183,1,1.029
8,0.038,21.112,1,1.298
12,0.043,25.535,1,1.291
24,0.036,12.736,1,1.532
4,0.039,18.097,0,1.076
8,0.046,21.555,0,1.284
12,0.103,35.596,0,1.300
24,0.073,38.278,0,1.586
4,0.064,23.409,1,1.049
8,0.033,14.308,1,1.276
12,0.024,13.069,1,1.550
24,0.095,33.786,1,1.374
4,0.063,25.448,0,1.123
8,0.058,31.800,0,1.164
12,0.027,10.032,0,1.373
24,0.075,28.072,0,1.452
4,0.075,37.156,1,1.069
8,0.042,21.922,1,1.250
12,0.030,13.942,1,1.247
24,0.024,10.302,1,1.964
4,0.030,15.612,0,1.156
8,0.080,37.515,0,1.184
12,0.045,25.234,0,1.413
24,0.045,21.424,0,1.507
4,0.047,17.143,1,1.077
8,0.091,37.313,1,1.255
12,0.087,29.363,1,1.228
24,0.042,23.226,1,1.686
4,0.020,12.009,0,1.154
8,0.035,16.826,0,1.114
12,0.035,20.525,0,1.470
24,0.029,12.445,0,1.735
4,0.048,25.047,1,1.031
8,0.056,20.870,1,1.137
12,0.072,29.967,1,1.283
24,0.065,26.094,1,1.415
4,0.051,29.241,0,1.127
8,0.066,35.981,0,1.238
12,0.038,21.046,0,1.385
24,0.051,30.386,0,1.614
4,0.069,32.438,1,1.089
8,0.039,16.081,1,1.221
12,0.053,29.570,1,1.346
24,0.061,29.712,1,1.633
4,0.104,32.749,0,1.031
8,0.071,37.652,0,1.230
12,0.044,24.923,0,1.418
24,0.018,10.770,0,2.046
4,0.024,11.653,1,1.170
8,0.050,28.421,1,1.271
12,0.049,28.158,1,1.312
24,0.075,33.906,1,1.516
4,0.034,19.414,0,1.099
8,0.037,13.390,0,1.257
12,0.106,39.821,0,1.136
24,0.057,18.271,0,1.520
4,0.032,12.100,1,1.137
8,0.061,35.282,1,1.128
12,0.042,21.193,1,1.306
24,0.022,10.026,1,1.938
4,0.032,10.038,0,1.151
8,0.056,25.450,0,1.147
12,0.054,30.521,0,1.369
24,0.041,16.511,0,1.656
4,0.083,27.567,1,0.987
8,0.079,33.463,1,1.052
12,0.045,20.763,1,1.357
24,0.041,23.275,1,1.772
4,0.084,32.381,0,1.049
8,0.044,17.090,0,1.238
12,0.076,35.021,0,1.264
24,0.065,27.081,0,1.484
4,0.059,34.828,1,1.140
8,0.059,28.654,1,1.195
12,0.101,32.097,1,1.151
24,0.037,14.437,1,1.639
4,0.066,23.701,0,1.055
8,0.044,26.341,0,1.238
12,0.029,11.949,0,1.382
24,0.032,12.904,0,1.832
4,0.035,11.269,1,1.147
8,0.103,38.647,1,1.197
12,0.061,31.872,1,1.315
24,0.024,13.607,1,1.984
4,0.053,23.361,0,1.103
8,0.026,10.656,0,1.254
12,0.097,39.518,0,1.213
24,0.036,18.738,0,1.741
4,0.075,27.927,1,1.164
8,0.066,32.143,1,1.213
12,0.063,19.212,1,1.328
24,0.078,39.683,1,1.448
4,0.028,10.784,0,1.072
8,0.052,23.580,0,1.108
12,0.098,33.906,0,1.273
24,0.033,18.449,0,1.709
4,0.042,24.234,1,1.063
8,0.082,38.311,1,1.116
12,0.039,21.115,1,1.348
24,0.076,39.224,1,1.476
4,0.028,13.791,0,1.078
8,0.028,12.355,0,1.363
12,0.056,23.780,0,1.149
24,0.045,18.743,0,1.612
4,0.038,19.229,1,1.076
8,0.035,11.187,1,1.140
12,0.032,14.867,1,1.370
24,0.071,39.886,1,1.446
4,0.067,32.290,0,1.102
8,0.030,10.762,0,1.131
12,0.097,33.892,0,1.186
24,0.038,12.376,0,1.647
4,0.062,21.806,1,0.976
8,0.057,17.260,1,1.184
12,0.074,38.434,1,1.246
24,0.071,33.210,1,1.412
4,0.021,11.783,0,1.108
8,0.043,24.460,0,1.123
12,0.031,10.645,0,1.390
24,0.044,24.123,0,1.488
4,0.075,23.346,1,1.031
8,0.066,23.378,1,1.069
12,0.086,27.905,1,1.163
24,0.102,33.784,1,1.349
4,0.040,19.674,0,1.055
8,0.102,31.905,0,1.048
12,0.062,23.811,0,1.296
24,0.107,32.616,0,1.342
4,0.080,26.386,1,1.036
8,0.024,10.380,1,1.334
12,0.063,32.714,1,1.151
24,0.081,30.479,1,1.554
4,0.073,36.926,0,1.077
8,0.058,20.425,0,1.261
12,0.065,31.825,0,1.195
24,0.119,38.708,0,1.385
4,0.040,13.175,1,1.020
8,0.026,10.954,1,1.194
12,0.091,37.774,1,1.320
24,0.047,19.726,1,1.747
4,0.098,38.771,0,1.110
8,0.044,24.546,0,1.153
12,0.066,27.348,0,1.282
24,0.054,20.921,0,1.687
4,0.047,23.125,1,1.037
8,0.060,34.880,1,1.119
12,0.096,31.118,1,1.163
24,0.022,12.112,1,1.911
4,0.065,33.428,0,1.097
8,0.034,16.987,0,1.326
12,0.102,33.517,0,1.100
24,0.030,14.675,0,1.753
4,0.066,33.500,1,0.964
8,0.033,14.231,1,1.273
12,0.071,37.166,1,1.150
24,0.061,31.609,1,1.523
4,0.053,24.515,0,1.066
8,0.059,24.835,0,1.073
12,0.067,37.844,0,1.352
24,0.029,16.111,0,1.692
4,0.068,32.949,1,1.061
8,0.032,11.448,1,1.272
12,0.058,29.578,1,1.229
24,0.026,12.035,1,1.903
4,0.102,32.324,0,1.020
8,0.029,17.250,0,1.287
12,0.042,25.042,0,1.340
24,0.042,13.685,0,1.510
4,0.034,15.629,1,1.209
8,0.085,39.691,1,1.226
12,0.110,36.531,1,1.167
24,0.106,36.409,1,1.319
4,0.061,36.198,0,1.073
8,0.079,35.174,0,1.153
12,0.068,32.703,0,1.203
24,0.053,18.442,0,1.453
4,0.033,16.571,1,1.078
8,0.073,38.820,1,1.044
12,0.018,10.439,1,1.474
24,0.080,32.283,1,1.585
4,0.031,13.657,0,1.130
8,0.080,33.385,0,1.139
12,0.063,20.858,0,1.235
24,0.108,38.060,0,1.384
4,0.037,20.787,1,1.072
8,0.089,36.351,1,1.236
12,0.057,32.736,1,1.336
24,0.080,37.881,1,1.496
4,0.078,33.115,0,1.108
8,0.049,18.504,0,1.270
12,0.043,14.265,0,1.342
24,0.078,24.704,0,1.522
4,0.030,14.624,1,1.170
8,0.067,28.946,1,1.233
12,0.077,34.722,1,1.130
24,0.024,10.368,1,1.944
4,0.047,15.016,0,1.127
8,0.041,20.820,0,1.130
12,0.035,11.108,0,1.473
24,0.067,36.543,0,1.388
4,0.049,26.441,1,1.146
8,0.024,12.297,1,1.229
12,0.043,18.694,1,1.254
24,0.064,31.073,1,1.651
4,0.049,23.232,0,1.061
8,0.046,20.939,0,1.199
12,0.043,23.515,0,1.246
24,0.047,22.602,0,1.480
4,0.037,16.508,1,1.098
8,0.082,31.440,1,1.077
12,0.076,38.257,1,1.325
24,0.050,22.691,1,1.547
4,0.065,26.774,0,1.051
8,0.025,13.180,0,1.389
12,0.102,39.494,0,1.110
24,0.047,19.677,0,1.488
4,0.024,13.186,1,1.237
8,0.047,27.578,1,1.092
12,0.036,17.485,1,1.395
24,0.048,18.020,1,1.678
4,0.050,27.798,0,1.126
8,0.067,36.126,0,1.222
12,0.093,36.578,0,1.165
24,0.046,23.088,0,1.724
4,0.077,29.831,1,0.996
8,0.057,27.882,1,1.199
12,0.098,35.914,1,1.246
24,0.083,29.645,1,1.316
4,0.054,22.017,0,1.069
8,0.065,34.049,0,1.233
12,0.053,21.415,0,1.219
24,0.055,24.493,0,1.455
4,0.067,21.610,1,1.153
8,0.033,15.118,1,1.285
12,0.029,12.885,1,1.424
24,0.057,28.825,1,1.538
4,0.024,11.499,0,1.114
8,0.039,14.789,0,1.199
